Kood EMTAK 2008;Tegevusala tekst EMTAK 2008;Kood EMTAK 2025;Tegevusala tekst EMTAK 2025;Märkused
47531;Vaipade, mattide, seina-, põranda- ja aknakatete jaemüük spetsialiseeritud kauplustes;47531;Vaipade, mattide, seina- ja põrandakatete jaemüük;
47531;Vaipade, mattide, seina-, põranda- ja aknakatete jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
4754;Elektriliste kodumasinate jaemüük spetsialiseeritud kauplustes;4754;Elektriliste kodumasinate jaemüük;
4754;Elektriliste kodumasinate jaemüük spetsialiseeritud kauplustes;4792;Spetsialiseeritud jaemüügi vahendusteenus;
47541;Elektriliste kodumasinate jaemüük spetsialiseeritud kauplustes;47541;Elektriliste kodumasinate jaemüük;
47541;Elektriliste kodumasinate jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
4759;Mööbli, valgustite ja muude kodutarvete jaemüük spetsialiseeritud kauplustes;4752;Rauakaupade, ehitusmaterjalide, värvide ja klaasi jaemüük;
4759;Mööbli, valgustite ja muude kodutarvete jaemüük spetsialiseeritud kauplustes;4755;Mööbli, valgustite, lauanõude ja muude kodutarvete jaemüük;
4759;Mööbli, valgustite ja muude kodutarvete jaemüük spetsialiseeritud kauplustes;4769;Mujal liigitamata kultuuri- ja vaba aja kaupade jaemüük;
4759;Mööbli, valgustite ja muude kodutarvete jaemüük spetsialiseeritud kauplustes;4792;Spetsialiseeritud jaemüügi vahendusteenus;
47591;Mööbli ja valgustite jaemüük spetsialiseeritud kauplustes;47551;Mööbli ja valgustite jaemüük;
47591;Mööbli ja valgustite jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
47599;Muude mujal liigitamata kodutarvete jaemüük spetsialiseeritud kauplustes;47521;Käsi-tööriistade ja rauakaupade jaemüük;
47599;Muude mujal liigitamata kodutarvete jaemüük spetsialiseeritud kauplustes;47559;Muude mujal liigitamata kodutarvete jaemüük;
47599;Muude mujal liigitamata kodutarvete jaemüük spetsialiseeritud kauplustes;47691;Mujal liigitamata kultuuri- ja vaba aja kaupade jaemüük;
47599;Muude mujal liigitamata kodutarvete jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
476;Kultuuri- ja vaba aja kaupade jaemüük spetsialiseeritud kauplustes;476;Kultuuri- ja vaba aja kaupade jaemüük;
476;Kultuuri- ja vaba aja kaupade jaemüük spetsialiseeritud kauplustes;479;Jaemüügiga seotud vahendusteenus;
4761;Raamatute jaemüük spetsialiseeritud kauplustes;4761;Raamatute jaemüük;
4761;Raamatute jaemüük spetsialiseeritud kauplustes;4792;Spetsialiseeritud jaemüügi vahendusteenus;
47611;Raamatute jaemüük spetsialiseeritud kauplustes;47611;Raamatute jaemüük;
47611;Raamatute jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
4762;Ajalehtede ja kirjatarvete jaemüük spetsialiseeritud kauplustes;4762;Ajalehtede ja muu perioodika ning kirjatarvete jaemüük;
4762;Ajalehtede ja kirjatarvete jaemüük spetsialiseeritud kauplustes;4792;Spetsialiseeritud jaemüügi vahendusteenus;
47621;Ajalehtede ja kirjatarvete jaemüük spetsialiseeritud kauplustes;47621;Ajalehtede ja muu perioodika ning kirjatarvete jaemüük;
47621;Ajalehtede ja kirjatarvete jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
4763;Muusika- ja videosalvestiste jaemüük spetsialiseeritud kauplustes;4769;Mujal liigitamata kultuuri- ja vaba aja kaupade jaemüük;
4763;Muusika- ja videosalvestiste jaemüük spetsialiseeritud kauplustes;4792;Spetsialiseeritud jaemüügi vahendusteenus;
47631;Muusika- ja videosalvestiste jaemüük spetsialiseeritud kauplustes;47691;Mujal liigitamata kultuuri- ja vaba aja kaupade jaemüük;
47631;Muusika- ja videosalvestiste jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
4764;Sporditarvete jaemüük spetsialiseeritud kauplustes;4763;Sporditarvete jaemüük;
4764;Sporditarvete jaemüük spetsialiseeritud kauplustes;4792;Spetsialiseeritud jaemüügi vahendusteenus;
47641;Sporditarvete jaemüük spetsialiseeritud kauplustes;47631;Sporditarvete jaemüük;
47641;Sporditarvete jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
4765;Mängude ja mänguasjade jaemüük spetsialiseeritud kauplustes;4764;Mängude ja mänguasjade jaemüük;
4765;Mängude ja mänguasjade jaemüük spetsialiseeritud kauplustes;4792;Spetsialiseeritud jaemüügi vahendusteenus;
47651;Mängude ja mänguasjade jaemüük spetsialiseeritud kauplustes;47641;Mängude ja mänguasjade jaemüük;
47651;Mängude ja mänguasjade jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
477;Muude kaupade jaemüük spetsialiseeritud kauplustes;475;Muude kodutarvete jaemüük;
477;Muude kaupade jaemüük spetsialiseeritud kauplustes;476;Kultuuri- ja vaba aja kaupade jaemüük;
477;Muude kaupade jaemüük spetsialiseeritud kauplustes;477;Muude kaupade, v.a mootorsõidukite ja mootorrataste, jaemüük;
477;Muude kaupade jaemüük spetsialiseeritud kauplustes;479;Jaemüügiga seotud vahendusteenus;
4771;Rõivaste jaemüük spetsialiseeritud kauplustes;4771;Rõivaste jaemüük;
4771;Rõivaste jaemüük spetsialiseeritud kauplustes;4792;Spetsialiseeritud jaemüügi vahendusteenus;
47711;Rõivaste jaemüük spetsialiseeritud kauplustes;47711;Rõivaste jaemüük;
47711;Rõivaste jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
4772;Jalatsite ja nahktoodete jaemüük spetsialiseeritud kauplustes;4772;Jalatsite ja nahktoodete jaemüük;
4772;Jalatsite ja nahktoodete jaemüük spetsialiseeritud kauplustes;4792;Spetsialiseeritud jaemüügi vahendusteenus;
47721;Jalatsite ja nahktoodete jaemüük spetsialiseeritud kauplustes;47721;Jalatsite ja nahktoodete jaemüük;
47721;Jalatsite ja nahktoodete jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
4773;Apteekide tegevus;4773;Ravimite jaemüük;
4773;Apteekide tegevus;4792;Spetsialiseeritud jaemüügi vahendusteenus;
47731;Apteekide tegevus;47731;Ravimite jaemüük;
47731;Apteekide tegevus;47921;Spetsialiseeritud jaemüügi vahendusteenus;
4774;Meditsiini- ja ortopeediakaupade jaemüük spetsialiseeritud kauplustes;4774;Meditsiini- ja ortopeediakaupade jaemüük;
4774;Meditsiini- ja ortopeediakaupade jaemüük spetsialiseeritud kauplustes;4792;Spetsialiseeritud jaemüügi vahendusteenus;
47741;Meditsiini- ja ortopeediakaupade jaemüük spetsialiseeritud kauplustes;47741;Meditsiini- ja ortopeediakaupade jaemüük;
47741;Meditsiini- ja ortopeediakaupade jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
4775;Kosmeetika ja tualetitarvete jaemüük spetsialiseeritud kauplustes;4775;Kosmeetika ja tualetitarvete jaemüük;
4775;Kosmeetika ja tualetitarvete jaemüük spetsialiseeritud kauplustes;4792;Spetsialiseeritud jaemüügi vahendusteenus;
47751;Kosmeetika ja tualetitarvete jaemüük spetsialiseeritud kauplustes;47751;Kosmeetika ja tualetitarvete jaemüük;
47751;Kosmeetika ja tualetitarvete jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
4776;Lillede, taimede, seemnete, väetiste, lemmikloomade ja lemmikloomatoidu jaemüük spetsialiseeritud kauplustes;4776;Lillede, taimede, väetiste, lemmikloomade ja lemmikloomatoidu jaemüük;
4776;Lillede, taimede, seemnete, väetiste, lemmikloomade ja lemmikloomatoidu jaemüük spetsialiseeritud kauplustes;4792;Spetsialiseeritud jaemüügi vahendusteenus;
47761;Lillede, taimede, seemnete ja istikute ning väetise jaemüük spetsialiseeritud kauplustes;47761;Lillede, taimede, seemnete ja istikute ning väetise jaemüük;
47761;Lillede, taimede, seemnete ja istikute ning väetise jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
47762;Lemmikloomade ja -lindude ning nende toidu ja tarvete jaemüük spetsialiseeritud kauplustes;47762;Lemmikloomade ja -lindude ning nende toidu ja tarvete jaemüük;
47762;Lemmikloomade ja -lindude ning nende toidu ja tarvete jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
4777;Kellade ja ehete jaemüük spetsialiseeritud kauplustes;4777;Kellade ja ehete jaemüük;
4777;Kellade ja ehete jaemüük spetsialiseeritud kauplustes;4792;Spetsialiseeritud jaemüügi vahendusteenus;
47771;Kellade ja ehete jaemüük spetsialiseeritud kauplustes;47771;Kellade ja ehete jaemüük;
47771;Kellade ja ehete jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
4778;Muude uute kaupade jaemüük spetsialiseeritud kauplustes;4755;Mööbli, valgustite, lauanõude ja muude kodutarvete jaemüük;
4778;Muude uute kaupade jaemüük spetsialiseeritud kauplustes;4763;Sporditarvete jaemüük;
4778;Muude uute kaupade jaemüük spetsialiseeritud kauplustes;4769;Mujal liigitamata kultuuri- ja vaba aja kaupade jaemüük;
4778;Muude uute kaupade jaemüük spetsialiseeritud kauplustes;4774;Meditsiini- ja ortopeediakaupade jaemüük;
4778;Muude uute kaupade jaemüük spetsialiseeritud kauplustes;4778;Muude uute kaupade jaemüük;
4778;Muude uute kaupade jaemüük spetsialiseeritud kauplustes;4792;Spetsialiseeritud jaemüügi vahendusteenus;
47781;Prillide jm optikakaupade jaemüük spetsialiseeritud kauplustes;47742;Prillide jaemüük;
47781;Prillide jm optikakaupade jaemüük spetsialiseeritud kauplustes;47781;Optiliste seadmete jaemüük;
47781;Prillide jm optikakaupade jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
47782;Fotokaupade jaemüük spetsialiseeritud kauplustes;47782;Foto- ja täppisseadmete jaemüük;
47782;Fotokaupade jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
47783;Meenete, kunstiesemete ja -tarvete jaemüük spetsialiseeritud kauplustes;47559;Muude mujal liigitamata kodutarvete jaemüük;
47783;Meenete, kunstiesemete ja -tarvete jaemüük spetsialiseeritud kauplustes;47691;Mujal liigitamata kultuuri- ja vaba aja kaupade jaemüük;
47783;Meenete, kunstiesemete ja -tarvete jaemüük spetsialiseeritud kauplustes;47783;Suveniiride, käsitöö- ja religioossete esemete jaemüük;
47783;Meenete, kunstiesemete ja -tarvete jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
47789;Mujal liigitamata kaupade jaemüük spetsialiseeritud kauplustes;47559;Muude mujal liigitamata kodutarvete jaemüük;
47789;Mujal liigitamata kaupade jaemüük spetsialiseeritud kauplustes;47631;Sporditarvete jaemüük;
47789;Mujal liigitamata kaupade jaemüük spetsialiseeritud kauplustes;47691;Mujal liigitamata kultuuri- ja vaba aja kaupade jaemüük;
47789;Mujal liigitamata kaupade jaemüük spetsialiseeritud kauplustes;47789;Mujal liigitamata kaupade jaemüük;
47789;Mujal liigitamata kaupade jaemüük spetsialiseeritud kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
4779;Kasutatud kaupade jaemüük kauplustes;4779;Kasutatud kaupade jaemüük;
4779;Kasutatud kaupade jaemüük kauplustes;4791;Spetsialiseerimata jaemüügi vahendusteenus;
4779;Kasutatud kaupade jaemüük kauplustes;4792;Spetsialiseeritud jaemüügi vahendusteenus;
47791;Antiikesemete jaemüük kauplustes;47791;Antiikesemete jaemüük;
47791;Antiikesemete jaemüük kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
47792;Kasutatud raamatute jaemüük kauplustes;47792;Kasutatud raamatute jaemüük;
47792;Kasutatud raamatute jaemüük kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
47799;Muude kasutatud kaupade jaemüük kauplustes;47799;Muude kasutatud kaupade jaemüük ;
47799;Muude kasutatud kaupade jaemüük kauplustes;47911;Spetsialiseerimata jaemüügi vahendusteenus;
47799;Muude kasutatud kaupade jaemüük kauplustes;47921;Spetsialiseeritud jaemüügi vahendusteenus;
478;Jaemüük kioskites ja turgudel;471;Spetsialiseerimata jaekaubandus;
478;Jaemüük kioskites ja turgudel;472;Toidukaupade, jookide ja tubakatoodete jaemüük;
478;Jaemüük kioskites ja turgudel;474;Info- ja sidetehnika jaemüük;
478;Jaemüük kioskites ja turgudel;475;Muude kodutarvete jaemüük;
478;Jaemüük kioskites ja turgudel;476;Kultuuri- ja vaba aja kaupade jaemüük;
478;Jaemüük kioskites ja turgudel;477;Muude kaupade, v.a mootorsõidukite ja mootorrataste, jaemüük;
4781;Toidukaupade, jookide ja tubakatoodete jaemüük kioskites ja turgudel;4711;Peamiselt toidu, jookide või tubakatoodete spetsialiseerimata jaemüük;
4781;Toidukaupade, jookide ja tubakatoodete jaemüük kioskites ja turgudel;4721;Puu- ja köögivilja jaemüük;
4781;Toidukaupade, jookide ja tubakatoodete jaemüük kioskites ja turgudel;4722;Liha ja lihatoodete jaemüük;
4781;Toidukaupade, jookide ja tubakatoodete jaemüük kioskites ja turgudel;4723;Kala, koorikloomade ja molluskite jaemüük;
4781;Toidukaupade, jookide ja tubakatoodete jaemüük kioskites ja turgudel;4724;Leivatoodete, kookide ja kondiitritoodete jaemüük;
4781;Toidukaupade, jookide ja tubakatoodete jaemüük kioskites ja turgudel;4725;Jookide jaemüük;
4781;Toidukaupade, jookide ja tubakatoodete jaemüük kioskites ja turgudel;4726;Tubakatoodete jaemüük;
4781;Toidukaupade, jookide ja tubakatoodete jaemüük kioskites ja turgudel;4727;Muude toidukaupade jaemüük;
47811;Toidukaupade, jookide ja tubakatoodete jaemüük kioskites ja turgudel;47111;Peamiselt toidu, jookide või tubakatoodete spetsialiseerimata jaemüük;
47811;Toidukaupade, jookide ja tubakatoodete jaemüük kioskites ja turgudel;47211;Puu- ja köögivilja jaemüük;
47811;Toidukaupade, jookide ja tubakatoodete jaemüük kioskites ja turgudel;47221;Liha ja lihatoodete jaemüük;
47811;Toidukaupade, jookide ja tubakatoodete jaemüük kioskites ja turgudel;47231;Kala, koorikloomade ja molluskite jaemüük;
47811;Toidukaupade, jookide ja tubakatoodete jaemüük kioskites ja turgudel;47241;Leiva- ja saiatoodete, kookide ja kondiitritoodete jaemüük;
47811;Toidukaupade, jookide ja tubakatoodete jaemüük kioskites ja turgudel;47251;Jookide jaemüük;
47811;Toidukaupade, jookide ja tubakatoodete jaemüük kioskites ja turgudel;47261;Tubakatoodete jaemüük;
47811;Toidukaupade, jookide ja tubakatoodete jaemüük kioskites ja turgudel;47271;Muude toidukaupade jaemüük;
4782;Tekstiili, rõivaste ja jalatsite jaemüük kioskites ja turgudel;4712;Muu spetsialiseerimata jaemüük;
4782;Tekstiili, rõivaste ja jalatsite jaemüük kioskites ja turgudel;4751;Tekstiilitoodete jaemüük;
4782;Tekstiili, rõivaste ja jalatsite jaemüük kioskites ja turgudel;4771;Rõivaste jaemüük;
4782;Tekstiili, rõivaste ja jalatsite jaemüük kioskites ja turgudel;4772;Jalatsite ja nahktoodete jaemüük;
4782;Tekstiili, rõivaste ja jalatsite jaemüük kioskites ja turgudel;4779;Kasutatud kaupade jaemüük;
47821;Tekstiili, rõivaste ja jalatsite jaemüük kioskites ja turgudel;47121;Muu spetsialiseerimata jaemüük;
47821;Tekstiili, rõivaste ja jalatsite jaemüük kioskites ja turgudel;47511;Tekstiilitoodete jaemüük;
47821;Tekstiili, rõivaste ja jalatsite jaemüük kioskites ja turgudel;47711;Rõivaste jaemüük;
47821;Tekstiili, rõivaste ja jalatsite jaemüük kioskites ja turgudel;47721;Jalatsite ja nahktoodete jaemüük;
47821;Tekstiili, rõivaste ja jalatsite jaemüük kioskites ja turgudel;47799;Muude kasutatud kaupade jaemüük ;
4789;Muude kaupade jaemüük kioskites ja turgudel;4712;Muu spetsialiseerimata jaemüük;
4789;Muude kaupade jaemüük kioskites ja turgudel;4740;Info- ja sidetehnika jaemüük;
4789;Muude kaupade jaemüük kioskites ja turgudel;4752;Rauakaupade, ehitusmaterjalide, värvide ja klaasi jaemüük;
4789;Muude kaupade jaemüük kioskites ja turgudel;4753;Vaipade, mattide, seina- ja põrandakatete jaemüük;
4789;Muude kaupade jaemüük kioskites ja turgudel;4754;Elektriliste kodumasinate jaemüük;
4789;Muude kaupade jaemüük kioskites ja turgudel;4755;Mööbli, valgustite, lauanõude ja muude kodutarvete jaemüük;
4789;Muude kaupade jaemüük kioskites ja turgudel;4761;Raamatute jaemüük;
4789;Muude kaupade jaemüük kioskites ja turgudel;4762;Ajalehtede ja muu perioodika ning kirjatarvete jaemüük;
4789;Muude kaupade jaemüük kioskites ja turgudel;4763;Sporditarvete jaemüük;
4789;Muude kaupade jaemüük kioskites ja turgudel;4764;Mängude ja mänguasjade jaemüük;
4789;Muude kaupade jaemüük kioskites ja turgudel;4769;Mujal liigitamata kultuuri- ja vaba aja kaupade jaemüük;
4789;Muude kaupade jaemüük kioskites ja turgudel;4774;Meditsiini- ja ortopeediakaupade jaemüük;
4789;Muude kaupade jaemüük kioskites ja turgudel;4775;Kosmeetika ja tualetitarvete jaemüük;
4789;Muude kaupade jaemüük kioskites ja turgudel;4776;Lillede, taimede, väetiste, lemmikloomade ja lemmikloomatoidu jaemüük;
4789;Muude kaupade jaemüük kioskites ja turgudel;4777;Kellade ja ehete jaemüük;
4789;Muude kaupade jaemüük kioskites ja turgudel;4778;Muude uute kaupade jaemüük;
4789;Muude kaupade jaemüük kioskites ja turgudel;4779;Kasutatud kaupade jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47121;Muu spetsialiseerimata jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47401;Arvutite, arvuti välisseadmete ja tarkvara jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47521;Käsi-tööriistade ja rauakaupade jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47531;Vaipade, mattide, seina- ja põrandakatete jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47541;Elektriliste kodumasinate jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47551;Mööbli ja valgustite jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47611;Raamatute jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47621;Ajalehtede ja muu perioodika ning kirjatarvete jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47631;Sporditarvete jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47641;Mängude ja mänguasjade jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47691;Mujal liigitamata kultuuri- ja vaba aja kaupade jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47741;Meditsiini- ja ortopeediakaupade jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47751;Kosmeetika ja tualetitarvete jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47761;Lillede, taimede, seemnete ja istikute ning väetise jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47771;Kellade ja ehete jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47781;Optiliste seadmete jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47782;Foto- ja täppisseadmete jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47783;Suveniiride, käsitöö- ja religioossete esemete jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47789;Mujal liigitamata kaupade jaemüük;
47891;Muude kaupade jaemüük kioskites ja turgudel;47791;Antiikesemete jaemüük;
